TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTE_1,PRIMARY_ANALYTE_2,PRIMARY_ANALYTE_3,PRIMARY_ANALYTE_4,PRIMARY_ANALYTE_5,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTE_1,SECONDARY_ANALYTE_2,SECONDARY_ANALYTE_3,SECONDARY_ANALYTE_4,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,MIN_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,MAX_PCT_OF_SOURCES_EXCEED_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,REGIONAL_BOARD,AUTOMATICALLY_AT_RISK_REASON,CREATED_DATE,TOTAL_PRIMARY_ANALYTES,TOTAL_SECONDARY_ANALYTES,TOTAL_E_COLI_ANALYTES
3496,CA3301428,BLYTHE - MESA RANCH,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,188,558,LOCAL,440 S. MAIN STREET,BLYTHE,CA,92225,33.671678,-114.635559,SDAC,44484,29.1873579655359,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,0.33,0.00,0.00,0.00,NONE,0.33,0.17,1.00,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9722,CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,77,180,PRIVATE,34040  HWY 74,ELSINORE,CA,92530,33.613539,-117.425297,Non-DAC,77992,27.6052266167501,At-Risk,Not Failing,At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,5.34,3.00,1.00,0.56,HIGH,1.00,0.50,0.19,MEDIUM,0.67,0.67,0.13,MEDIUM,0.67,0.33,0.13,LOW,NONE,NO,0,0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,2.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,1488,Region 9 San Diego,NA,2026-05-17,NA,NA,NA
9815,CA3301491,ALPINE VILLAGE,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,60,198,PRIVATE,PALM CANYON ROAD,PINYON PINES,CA,92561,33.590894,-116.456913,DAC,68643,18.9874441704513,At-Risk,Failing,Failing,2018-04-03,YES,COMBINED URANIUM,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,YES,CCR ?64602 ? WATER OUTAGE (DROUGHT),4.83,0.50,0.17,0.10,LOW,3.00,1.50,0.62,HIGH,1.33,1.33,0.28,HIGH,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,HIGH,1+,1,3,VERY HIGH,1+,1,3,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,HIGH,2.5% or greater,1.0,3.00,HIGH,Equal to or greater than 200% of statewide average,1.0,1.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,1391427.53,Region 7 Colarado River,BOTTLED OR HAULED WATER,2026-05-17,1,NA,NA
9723,CA3301502,PARADISE VALLEY MWC,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,36,30,PRIVATE,38180 PARADISE,MOUNTAIN CENTER,CA,92561,33.575355,-116.587319,SDAC,52102,19.5545407264806,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.33,2.00,0.67,0.86,HIGH,0.33,0.17,0.14,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9724,CA3301511,PINYON CREST HOA,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,91,104,PRIVATE,HWY 74 AND CARRIZO ROAD,PINYON PINES,CA,92561,33.60526,-116.434125,SDAC,52092,19.3330977693024,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,0.75,0.25,0.08,0.33,LOW,0.50,0.25,0.67,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,1240,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9725,CA3301512,PINYON PINES COUNTY WATER DIST,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,82,232,LOCAL,62011 STONECREST ROAD,MOUNTAIN CENTER,CA,92561,33.592204,-116.452163,SDAC,51518,19.9714413452459,At-Risk,Failing,Failing,2024-05-01,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,YES,CCR ?64602 ? WATER OUTAGE (OTHER),3.83,0.50,0.17,0.13,LOW,3.00,1.50,0.78,HIGH,0.00,0.00,0.00,NONE,0.33,0.17,0.09,LOW,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,HIGH,1,1,3,HIGH,No intertie,1,1,HIGH,1+,1,3,NONE,0,0,0,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
9728,CA3301528,OAK HAVEN ASSOCIATION,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,36,120,PRIVATE,47321 Rainbow Oaks Dr.,TEMECULA,CA,92592,33.439696,-117.094629,DAC,69888,21.3435767526101,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,0.33,0.00,0.00,0.00,NONE,0.33,0.17,1.00,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,1160,Region 9 San Diego,NA,2026-05-17,NA,NA,NA
9794,CA3301529,RAMONA WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,95,250,PRIVATE,Burnt Valley Rd.,ANZA,CA,92539,33.54802,-116.627227,SDAC,38814,28.8134002476444,At-Risk,Failing,Failing,2017-01-01,YES,"1,1-DICHLOROETHYLENE", NITRATE,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,YES,CCR ?64602 ? WATER OUTAGE (DROUGHT),8.08,3.75,1.25,0.46,HIGH,3.00,1.50,0.37,HIGH,0.33,0.33,0.04,LOW,1.00,0.50,0.12,MEDIUM,NONE,NO,0,0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,2.00,NONE,NO,0,0,MEDIUM,1,0.5,1.0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.50,1.50,HIGH,50,100,1,3,NONE,2+,0,0,HIGH,No intertie,1,1,HIGH,1+,1,3,VERY HIGH,1+,1,3,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,1243925,72784.65,Region 9 San Diego,BOTTLED OR HAULED WATER,2026-05-17,2,NA,NA
3499,CA3301534,RANCHO CALIMESA MOBILE HOME PARK,DISTRICT 20 - RIVERSIDE,RIVERSIDE,COMMUNITY,207,296,PRIVATE,10320 CALIMESA BLVD.,CALIMESA,CA,92320,33.973811,-117.03672,DAC,75313,16.4705967081978,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.83,1.50,0.50,0.82,MEDIUM,0.33,0.17,0.18,LOW,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,55880,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9729,CA3301535,RANCHO CARRILLO MWC,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,75,210,PRIVATE,10425 Verdugo Rd,MURRIETA,CA,92562,33.55598,-117.472055,Non-DAC,77333,28.1893017673501,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,2.34,1.00,0.33,0.43,LOW,0.50,0.25,0.21,LOW,0.67,0.67,0.29,MEDIUM,0.17,0.08,0.07,LOW,NONE,NO,0,0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,2.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,MEDIUM,$0,0.5,0.50,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,2581.18,Region 9 San Diego,NA,2026-05-17,NA,NA,NA
9730,CA3301541,RECHE CANYON MUTUAL WATER CO.,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,53,150,PRIVATE,2651 Reche Canyon RD,COLTON,CA,92324,34.015847,-117.265094,DAC,71828,21.1644828914942,Not At-Risk,Not Failing,Not At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,1.58,0.25,0.08,0.16,LOW,0.33,0.17,0.21,LOW,0.33,0.33,0.21,LOW,0.67,0.33,0.42,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,0,49,0,0,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,0,Region 8 Santa Ana,NA,2026-05-17,NA,NA,NA
9737,CA3301577,CSA 62,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,125,614,LOCAL,24501 1/2 SCHOOL RD. BLDG #1,RIPLEY,CA,92225,33.524723,-114.657905,SDAC,25056,34.5898194280892,At-Risk,Failing,Failing,2018-08-21,YES,"1,2,3-TRICHLOROPROPANE",NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,5.83,2.75,0.92,0.47,HIGH,1.33,0.67,0.23,HIGH,1.42,1.42,0.24,HIGH,0.33,0.17,0.06,LOW,NONE,NO,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,HIGH,YES,1,1,MEDIUM,1,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,HIGH,1,1,3,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,0,0,0,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,44512.97,Region 7 Colarado River,NA,2026-05-17,1,NA,NA
9738,CA3301588,ROYAL CARRIZO HOA,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,COMMUNITY,20,25,PRIVATE,71480 BIGHORN DRIVE,MTN. CENTER (PINYON PINES),CA,92561,33.636541,-116.420253,SDAC,51434,4.55107597315236,Potentially At-Risk,Not Failing,Potentially At-Risk,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NA,NO,NA,NO,NA,3.08,1.50,0.50,0.49,MEDIUM,0.50,0.25,0.16,LOW,1.08,1.08,0.35,HIGH,0.00,0.00,0.00,NONE,NONE,NO,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,NO,0,0,NONE,0,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50,100,1,3,NONE,2+,0,0,HIGH,No intertie,1,1,NONE,0,0,0,NONE,0,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,0,0,0,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,0,0,0.0,0,1178,Region 7 Colarado River,NA,2026-05-17,NA,NA,NA
